,Posted On,"Bedrooms, Halls, Kitchens",Rental Price,Size (ft2),Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Number of Bathrooms,Point of Contact
222,2022-06-30,2,5200,650,Carpet Area,Sukchar,Kolkata,Unfurnished,Bachelors,1,Contact Owner
223,2022-06-22,2,25000,1000,Super Area,"Tagore Park, Kasba",Kolkata,Furnished,Bachelors/Family,2,Contact Owner
224,2022-05-27,2,12500,680,Carpet Area,Barrackpore,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
225,2022-06-17,2,8500,720,Carpet Area,"Silpara, Purba Barisha",Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
226,2022-06-20,2,3500,500,Carpet Area,Konnagar,Kolkata,Unfurnished,Bachelors,1,Contact Owner
227,2022-06-30,2,7000,800,Super Area,Madhyam Gram,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
228,2022-05-19,1,3000,160,Super Area,"Kudghat, Ashok Nagar",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
229,2022-06-19,2,14000,1200,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent
230,2022-06-17,1,18000,700,Super Area,Salt Lake City Sector 3,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
231,2022-06-13,1,3500,1000,Super Area,Dum Dum Cantonment,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
232,2022-06-16,2,16000,1250,Super Area,Kasba,Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent
233,2022-05-06,4,35000,1600,Super Area,Salt Lake City,Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner
234,2022-06-04,2,21000,700,Super Area,Lake Gardens,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
235,2022-06-16,1,4500,450,Super Area,"Silpara, Purba Barisha",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
236,2022-06-04,2,15000,839,Super Area,Howrah,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
237,2022-07-01,1,4500,230,Super Area,Birati,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
238,2022-05-06,1,5500,1800,Super Area,Baranagar,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
239,2022-05-10,2,8500,800,Super Area,Baguihati,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
240,2022-05-27,1,5000,500,Carpet Area,BRAHMAPUR NEAR BANSDRONI,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
241,2022-05-22,2,8500,620,Carpet Area,Kasba,Kolkata,Unfurnished,Bachelors,1,Contact Owner
242,2022-04-24,2,9000,650,Carpet Area,tollygunge Kabardanga,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
243,2022-05-23,1,7500,550,Super Area,"Naktala, Garia",Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Agent
244,2022-04-23,2,7000,450,Carpet Area,safuipara,Kolkata,Furnished,Bachelors,2,Contact Owner
245,2022-04-24,3,15000,1350,Carpet Area,"Annapurna Apartment, Rajarhat Chowmatha",Kolkata,Unfurnished,Family,2,Contact Owner
246,2022-05-06,2,7000,600,Super Area,"Park Circus, Ballygunge",Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
247,2022-05-31,3,10000,1200,Super Area,Belghoria,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
248,2022-06-25,2,7000,700,Super Area,"Haridevpur, Paschim Putiary",Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
249,2022-06-27,3,3200,800,Carpet Area,Bhawanipur,Kolkata,Furnished,Bachelors/Family,2,Contact Owner
250,2022-06-19,2,6000,600,Carpet Area,Santoshpur,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
251,2022-06-19,2,12000,900,Super Area,Tollygunge,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
252,2022-05-31,2,6000,750,Super Area,Behala,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
253,2022-07-01,3,10000,1250,Super Area,Jaffarpore Rifle Range Road,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
254,2022-05-31,3,12000,1000,Super Area,Dariya,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner
255,2022-06-03,2,8000,600,Super Area,Howrah,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
256,2022-06-30,2,5300,650,Carpet Area,Sodepur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
257,2022-06-24,2,5000,450,Carpet Area,Liluah,Kolkata,Unfurnished,Bachelors,1,Contact Owner
258,2022-06-11,3,8500,800,Super Area,Near DumDum Metro,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
259,2022-06-19,3,22000,1000,Carpet Area,"Sukanta Nagar, New Barrakpur",Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
260,2022-06-19,2,7000,1000,Super Area,"Kumarpara, Narendrapur",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
261,2022-06-25,3,25000,1400,Carpet Area,Salt Lake City,Kolkata,Furnished,Bachelors,3,Contact Agent
262,2022-06-11,2,7000,600,Carpet Area,Barrackpore,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner
263,2022-06-13,2,15000,723,Carpet Area,Narendrapur,Kolkata,Furnished,Family,1,Contact Owner
264,2022-06-19,1,6000,320,Carpet Area,Sahid Nagar,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
265,2022-06-17,2,8000,900,Super Area,Belghoria,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
266,2022-05-27,3,40000,1400,Carpet Area,Salt Lake City Sector 2,Kolkata,Furnished,Bachelors/Family,2,Contact Agent
267,2022-06-24,1,6000,2160,Super Area,Kasba,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner
268,2022-06-22,2,15000,650,Carpet Area,kasba bosepukur,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
269,2022-06-16,2,6500,800,Super Area,Kanchrapara,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
270,2022-06-08,3,8000,800,Super Area,Bansdroni,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
271,2022-05-05,1,5500,500,Carpet Area,"Garia Station, Garia",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
272,2022-06-28,3,9000,1700,Super Area,Panchanantala Road,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
273,2022-04-27,1,6000,130,Carpet Area,Bow Bazar,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
274,2022-05-14,1,15000,505,Super Area,Kasba,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
275,2022-07-04,4,30000,4000,Super Area,"Sakher Bazar, Purba Barisha",Kolkata,Furnished,Bachelors/Family,3,Contact Agent
276,2022-05-22,3,30000,1250,Super Area,New Alipore,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
277,2022-06-15,1,5000,700,Carpet Area,My Own House,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
278,2022-06-12,2,15000,900,Super Area,"Park Circus, Ballygunge",Kolkata,Unfurnished,Bachelors,1,Contact Owner
279,2022-06-26,1,6500,650,Super Area,Joka,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
280,2022-06-29,2,4500,750,Super Area,Azadgarh,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
281,2022-05-07,2,7000,450,Carpet Area,Mandirtala,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
282,2022-06-25,1,6500,350,Carpet Area,Dhakuria,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
283,2022-06-12,1,17500,480,Carpet Area,Rabindra Sarovar Metro,Kolkata,Furnished,Bachelors,2,Contact Owner
284,2022-06-18,2,10000,900,Super Area,Garia,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
285,2022-05-24,1,1500,200,Super Area,Santoshpur,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
286,2022-06-06,3,25000,1100,Super Area,"Regent Estate, Bijoygarh",Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner
287,2022-04-28,2,12000,800,Carpet Area,Kasba,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
288,2022-06-05,3,7500,1000,Carpet Area,south station pally dankuni,Kolkata,Furnished,Bachelors/Family,2,Contact Owner
289,2022-06-11,1,7000,800,Carpet Area,Kumargali,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
290,2022-06-29,1,3500,200,Super Area,Baguihati,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
291,2022-06-26,3,10000,1190,Carpet Area,Sarsuna,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
292,2022-05-17,2,14000,900,Carpet Area,Salt Lake City,Kolkata,Unfurnished,Bachelors,2,Contact Agent
293,2022-05-28,2,15000,1500,Super Area,Garia,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
294,2022-05-15,2,6500,600,Super Area,Thakurpukur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
295,2022-05-14,3,10000,800,Super Area,Brahmapur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
296,2022-05-09,2,10500,800,Carpet Area,Santoshpur,Kolkata,Unfurnished,Family,2,Contact Owner
297,2022-06-11,3,10000,900,Carpet Area,Garia,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
298,2022-04-24,1,5000,350,Carpet Area,Purba Barisha,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
299,2022-06-29,2,9000,800,Carpet Area,Sodepur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
300,2022-06-23,2,20000,1600,Carpet Area,Jadavpur University,Kolkata,Unfurnished,Bachelors,2,Contact Owner
301,2022-05-12,3,35000,1012,Carpet Area,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
302,2022-04-29,3,15000,1200,Carpet Area,"Pathak Para, Behala",Kolkata,Unfurnished,Bachelors,2,Contact Owner
303,2022-04-23,2,20000,700,Super Area,Salt Lake City Sector 1,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
304,2022-05-09,2,12000,1000,Super Area,Behala,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
305,2022-06-30,2,8000,800,Carpet Area,Thakurpukur,Kolkata,Unfurnished,Bachelors,1,Contact Owner
306,2022-05-05,1,3000,500,Super Area,Hatiara,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
307,2022-05-20,3,20000,1200,Carpet Area,"Haridevpur, Paschim Putiary",Kolkata,Semi-Furnished,Bachelors,2,Contact Owner
308,2022-06-10,1,9000,450,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,1,Contact Agent
309,2022-06-25,3,13000,950,Carpet Area,"Rabindrapally, Garia",Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
310,2022-06-30,1,7000,350,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
311,2022-06-03,1,9000,450,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
312,2022-05-03,1,9000,550,Carpet Area,"Bangur Avenue, Lake Town",Kolkata,Semi-Furnished,Bachelors,1,Contact Owner
313,2022-05-19,2,10000,300,Carpet Area,Keshtopur,Kolkata,Unfurnished,Bachelors,1,Contact Owner
314,2022-05-09,3,15000,1250,Super Area,"Sakher Bazar, Purba Barisha",Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
315,2022-06-22,2,7000,700,Super Area,Garia,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
316,2022-05-31,3,8000,812,Super Area,Hooghly,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
317,2022-06-21,2,8000,550,Super Area,"Kalabagan, Tollygunge",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
318,2022-06-22,1,5000,500,Super Area,Rishra,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
319,2022-06-23,1,14000,320,Carpet Area,"Action Area 3, Rajarhat Newtown",Kolkata,Furnished,Bachelors,1,Contact Owner
320,2022-05-05,2,5000,600,Super Area,"Anandapuri, Barrackpore",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
321,2022-06-01,2,5000,420,Carpet Area,Barasat,Kolkata,Unfurnished,Bachelors,1,Contact Owner
322,2022-06-29,3,12000,1100,Super Area,Rabindrapally Kestopur,Kolkata,Unfurnished,Bachelors,1,Contact Owner
323,2022-06-29,1,3200,220,Super Area,Sodepur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
324,2022-06-10,2,8500,700,Carpet Area,Nungi More,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
325,2022-06-06,3,16000,1200,Carpet Area,"Baishnabghata, Garia",Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent
326,2022-05-23,2,14000,800,Carpet Area,Santoshpur - EM Bypass,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
327,2022-06-16,1,8000,300,Carpet Area,Bansdroni,Kolkata,Furnished,Bachelors,1,Contact Agent
328,2022-05-26,2,7000,650,Carpet Area,Baruipur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
329,2022-05-30,1,8000,600,Super Area,Garia,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
330,2022-06-08,1,3000,350,Super Area,Belghoria,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
331,2022-06-14,1,3800,500,Carpet Area,Nalta,Kolkata,Unfurnished,Bachelors,1,Contact Owner
332,2022-06-10,1,6500,400,Super Area,"Vivek Nagar, Garfa",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
333,2022-05-04,3,20000,1750,Super Area,Kalindi,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner
334,2022-05-04,3,30000,1600,Super Area,Ballygunge,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
335,2022-06-13,1,8000,300,Carpet Area,Salt Lake City Sector 5,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Agent
336,2022-06-25,2,14000,1100,Super Area,"Survey park, Santoshpur, kolkata",Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
337,2022-06-22,2,7200,830,Super Area,Sodepur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
338,2022-05-20,2,7000,600,Carpet Area,2 BHK,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
339,2022-06-01,1,7000,500,Super Area,Baranagar,Kolkata,Unfurnished,Bachelors,2,Contact Owner
340,2022-06-29,2,7500,900,Carpet Area,Dum Dum Cantonment,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
341,2022-06-30,2,8500,1250,Carpet Area,Barasat,Kolkata,Unfurnished,Family,2,Contact Owner
342,2022-06-03,2,12000,700,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,1,Contact Agent
343,2022-06-22,1,8500,850,Carpet Area,Dakshineswar,Kolkata,Unfurnished,Bachelors,2,Contact Owner
344,2022-06-29,2,9500,550,Carpet Area,"Garia Station, Garia",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
345,2022-06-30,2,7500,550,Carpet Area,"New Garia Metro, New Garia",Kolkata,Furnished,Bachelors/Family,2,Contact Owner
346,2022-06-15,2,12000,1200,Super Area,Hati Bagan - Bansdroni,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
347,2022-06-15,3,20000,1100,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2,Contact Agent
348,2022-06-29,2,8500,650,Super Area,Howrah,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
349,2022-06-15,3,20000,1050,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2,Contact Agent
350,2022-05-20,2,6000,960,Super Area,Dum Dum,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
351,2022-05-30,2,5500,650,Carpet Area,Joka,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
352,2022-05-21,1,7000,550,Super Area,Kasba,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
353,2022-05-21,2,7000,500,Super Area,Dum Dum Metro,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
354,2022-04-25,1,6500,450,Super Area,"Baishnabghata Patuli Township, Patuli",Kolkata,Unfurnished,Family,1,Contact Owner
355,2022-06-29,2,10000,850,Super Area,Agarpara,Kolkata,Unfurnished,Bachelors,2,Contact Owner
356,2022-07-01,1,5200,300,Carpet Area,Dum Dum,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
357,2022-04-25,2,13000,1000,Carpet Area,"N.S.C Bose Road (Near Ushagate), New Alipore",Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner
358,2022-05-24,2,7000,500,Carpet Area,Garia,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
359,2022-05-12,2,12000,756,Carpet Area,Dashadron Newtown Rajarhat,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
360,2022-04-23,1,15000,1000,Super Area,Barrackpore,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
361,2022-05-05,1,5000,150,Carpet Area,Anandapur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
362,2022-05-14,1,8000,800,Carpet Area,New town near ecopark .,Kolkata,Unfurnished,Bachelors,1,Contact Owner
363,2022-06-21,2,8000,700,Super Area,"Gandhi Colony, Netaji Nagar",Kolkata,Unfurnished,Bachelors,2,Contact Agent
364,2022-06-17,1,5000,420,Super Area,Em Bypass South East,Kolkata,Unfurnished,Bachelors,1,Contact Owner
365,2022-06-21,2,10000,800,Super Area,"Gandhi Colony, Netaji Nagar",Kolkata,Unfurnished,Bachelors,1,Contact Agent
366,2022-06-24,2,12000,288,Carpet Area,Kasba,Kolkata,Unfurnished,Bachelors,1,Contact Owner
367,2022-06-11,2,8000,900,Super Area,"Teghoria, Baguiati",Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
368,2022-07-03,2,21000,850,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2,Contact Agent
369,2022-06-07,1,5000,350,Carpet Area,Thakurpukur,Kolkata,Unfurnished,Bachelors,1,Contact Owner
370,2022-04-27,2,9000,600,Super Area,Baghajatin,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
371,2022-06-26,2,8000,1600,Carpet Area,Kalyani,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner
372,2022-06-11,2,7000,986,Carpet Area,Pranthik Society Library Road Bhadreswar,Kolkata,Unfurnished,Bachelors,1,Contact Owner
373,2022-07-03,3,35000,1330,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2,Contact Agent
374,2022-05-14,3,15000,1300,Super Area,Lake Town,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
375,2022-05-22,2,6200,800,Carpet Area,Kestopur,Kolkata,Unfurnished,Bachelors,1,Contact Owner
376,2022-05-26,2,9900,800,Carpet Area,Bijoygarh,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
377,2022-07-03,2,7000,850,Super Area,Baranagar,Kolkata,Unfurnished,Bachelors,1,Contact Owner
378,2022-05-10,1,5000,322,Carpet Area,Dum Dum Metro,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
379,2022-06-19,2,6500,800,Carpet Area,Agarpara,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
380,2022-07-03,4,40000,1500,Carpet Area,Salt Lake City Sector 1,Kolkata,Unfurnished,Bachelors,2,Contact Agent
381,2022-06-08,3,40000,3500,Super Area,Salt Lake City,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
382,2022-06-26,2,12000,957,Carpet Area,Dasnagar,Kolkata,Furnished,Bachelors,2,Contact Owner
383,2022-05-18,1,6500,850,Carpet Area,Baksara,Kolkata,Unfurnished,Bachelors,1,Contact Owner
384,2022-06-23,2,10000,900,Carpet Area,Birati,Kolkata,Unfurnished,Bachelors,2,Contact Owner
385,2022-06-29,2,15000,600,Super Area,Agarpara,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
386,2022-05-09,1,5000,350,Carpet Area,Agarpara,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
387,2022-06-18,2,7000,800,Super Area,Thakurpukur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
388,2022-05-31,2,6000,320,Carpet Area,"Baishnabghata Patuli, Patuli",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
389,2022-04-29,3,15000,800,Carpet Area,Jyangra,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
390,2022-07-03,2,10000,700,Carpet Area,Baghajatin,Kolkata,Semi-Furnished,Bachelors,2,Contact Owner
391,2022-07-04,2,22000,1200,Super Area,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Agent
392,2022-05-23,2,8500,750,Carpet Area,Ramchandrapur north,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
393,2022-07-04,3,35000,1200,Super Area,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Agent
394,2022-06-12,2,7000,450,Carpet Area,"Gandhi Colony, Netaji Nagar",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
395,2022-06-26,3,8500,1430,Super Area,Baguihati,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
396,2022-05-09,2,6000,450,Super Area,Dum Dum Metro,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
397,2022-06-28,4,35000,800,Super Area,Behala,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner
398,2022-06-03,1,6000,400,Super Area,Thakurpukur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
399,2022-04-23,2,8000,650,Super Area,"Garia Station, Garia",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
400,2022-06-07,1,5000,450,Carpet Area,"Fartabad, Garia",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
401,2022-05-24,2,6000,600,Super Area,Belgharia,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
402,2022-06-10,3,15000,1200,Carpet Area,Lake Town,Kolkata,Unfurnished,Family,2,Contact Owner
403,2022-05-13,2,9000,700,Carpet Area,Baguiati,Kolkata,Unfurnished,Bachelors,1,Contact Owner
404,2022-05-13,1,5000,300,Carpet Area,Barrackpore,Kolkata,Unfurnished,Bachelors,1,Contact Agent
405,2022-05-26,3,8000,1200,Super Area,"Ramkrishna Pally, Kaikhali",Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner
406,2022-07-03,3,35000,1300,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2,Contact Agent
407,2022-06-27,1,5500,400,Super Area,"Shyam Villa V, Dum Dum",Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
408,2022-07-03,3,35000,1320,Carpet Area,Salt Lake City Sector 1,Kolkata,Unfurnished,Bachelors,2,Contact Agent
409,2022-04-24,2,11000,1000,Super Area,"Anandapuri, Barrackpore",Kolkata,Furnished,Bachelors/Family,2,Contact Owner
410,2022-04-28,2,10000,700,Carpet Area,"Sarat Ghosh Garden, Dhakuria",Kolkata,Unfurnished,Bachelors,1,Contact Owner
411,2022-05-10,2,6500,800,Carpet Area,locality,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
412,2022-06-08,2,6000,900,Super Area,Baguiati,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
413,2022-04-23,3,36125,1700,Super Area,Salt Lake City,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner
414,2022-06-28,2,6800,600,Carpet Area,Purba Putiary,Kolkata,Unfurnished,Bachelors,1,Contact Owner
415,2022-06-20,2,8500,850,Carpet Area,Barasat,Kolkata,Unfurnished,Family,2,Contact Owner
416,2022-05-22,2,5000,550,Carpet Area,Birati,Kolkata,Unfurnished,Bachelors,1,Contact Owner
417,2022-06-30,1,6500,650,Carpet Area,"Garia Station, Garia",Kolkata,Furnished,Bachelors/Family,1,Contact Owner
418,2022-04-23,1,6500,800,Carpet Area,Santragachi,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
419,2022-05-31,2,4500,475,Super Area,Birati,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
420,2022-06-19,1,6000,200,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
421,2022-06-03,1,10000,400,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
422,2022-05-18,1,12000,500,Super Area,"Madurdaha, Hussainpur",Kolkata,Furnished,Bachelors/Family,1,Contact Agent
423,2022-06-19,2,12000,550,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent
424,2022-05-31,2,12000,800,Super Area,Dum Dum,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
425,2022-05-22,2,9000,1000,Super Area,Airport Area Behala,Kolkata,Furnished,Bachelors/Family,2,Contact Owner
